Codigo,Categoria,Subcategoria,Articulo / Descripcion,Medida,Unidad de Venta,Cantidad por Caja/Paq,Precio Estimado (ARS),Precio (USD),Pagina del Catalogo
155014,SILICONAS,Silicona Neutra en Cartucho,Silicona x 300 Gramos - Neutra,Silicona x 300 Gramos - Neutra,c/u,12,7050,4.96,98
155015,COLAS SINTETICA,Cemento de Contacto 101,Cemento de Contacto 101 x 10 Litros - Lata - 1,,,,8000,5.63,97
155016,COLAS SINTETICA,Cemento de Contacto 101,Cemento de Contacto 101 x 18 Litros - Lata - 1,,,,7550,5.32,97
155018,COLAS SINTETICA,Cemento de Contacto 91,Cemento de Contacto 91 x 18 Litros - Lata - 1,,,,6850,4.82,97
155019,COLAS SINTETICA,Cemento de Contacto 91,Cemento de Contacto 91 x 200 Litros - Lata - 1,,,,9050,6.37,97
155020,SILICONAS,Silicona en Pomo,Silicona x 50 Gramos Transparente,Silicona x 50 Gramos Transparente,c/u,24,7000,4.93,98
155021,SILICONAS,Silicona en Pomo,Silicona x 50 Gramos Blanca,Silicona x 50 Gramos Blanca,c/u,24,8000,5.63,98
155022,SILICONAS,Silicona en Pomo,Silicona x 50 Gramos Negra,Silicona x 50 Gramos Negra,c/u,24,6400,4.51,98
155023,COLAS SINTETICA,Cola Sintética A-10,Cola Sintética A-10 x 24 Kilogramos - Lata - 24,,,,7650,5.39,97
155024,COLAS SINTETICA,Cola Sintética A-10,Cola Sintética A-10 x 220 Kilogramos - Lata - 24,,,,6900,4.86,97
155025,SILICONAS,Silicona en Cartucho,Silicona x 300 Gramos - Negra,Silicona x 300 Gramos - Negra,c/u,12,7000,4.93,98
155026,SILICONAS,Silicona en Cartucho,Silicona x 300 Gramos - Blanca,Silicona x 300 Gramos - Blanca,c/u,12,7800,5.49,98
155027,SILICONAS,Silicona en Cartucho,Silicona x 300 Gramos - Transparente,Silicona x 300 Gramos - Transparente,c/u,12,7300,5.14,98
155028,SILICONAS,ASISTENTES PARA CEMENTO - D10,"Asistente Para Cemento ""D10"" x 1 Litro","Asistente Para Cemento ""D10"" x 1 Litro",c/u,12,10200,7.18,98
155030,COLAS SINTETICA,Cemento de Contacto 91,Cemento de Contacto 91 x 4 Litros - Lata - 4,,,,8100,5.70,97
155031,SILICONAS,ASISTENTES PARA CEMENTO - D10,"Asistente Para Cemento ""D10"" x 18 Litros","Asistente Para Cemento ""D10"" x 18 Litros",c/u,1,10800,7.61,98
155035,SILICONAS,COLAS SINTETICA X36,"Cola Sintética ""X36"" x 22 Kilogramos","Cola Sintética ""X36"" x 22 Kilogramos",c/u,1,10100,7.11,98
155036,COLAS SINTETICA,Cemento de Contacto 101,Cemento de Contacto 101 x 200 Litros - Lata - 1,,,,8900,6.27,97
155038,SILICONAS,COLAS SINTETICA X36,"Cola Sintética ""X36"" x 1 Kilogramo","Cola Sintética ""X36"" x 1 Kilogramo",c/u,12,10600,7.46,98
155039,SILICONAS,COLAS SINTETICA X36,"Cola Sintética ""X36"" x 6 Kilogramos","Cola Sintética ""X36"" x 6 Kilogramos",c/u,4,10700,7.54,98
158001,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 6 mm,Grinfa 6 mm,c/u,12,11500,8.10,57
158002,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 8 mm,Grinfa 8 mm,c/u,12,11600,8.17,57
158003,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 10 mm,Grinfa 10 mm,c/u,12,11900,8.38,57
158004,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 12 mm,Grinfa 12 mm,c/u,12,11200,7.89,57
158005,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 14 mm,Grinfa 14 mm,c/u,12,11900,8.38,57
158006,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 16 mm,Grinfa 16 mm,c/u,12,10900,7.68,57
158007,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 18 mm,Grinfa 18 mm,c/u,12,11800,8.31,57
158008,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 20 mm,Grinfa 20 mm,c/u,12,12200,8.59,57
158009,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 22 mm,Grinfa 22 mm,c/u,12,11300,7.96,57
158016,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 200 mm","Cortahierro Hex. 3/4"" x 200 mm",c/u,12,12700,8.94,57
158017,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 250 mm","Cortahierro Hex. 3/4"" x 250 mm",c/u,12,12100,8.52,57
158018,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 300 mm","Cortahierro Hex. 3/4"" x 300 mm",c/u,12,11000,7.75,57
158019,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 350 mm","Cortahierro Hex. 3/4"" x 350 mm",c/u,12,12600,8.87,57
158020,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 400 mm","Cortahierro Hex. 3/4"" x 400 mm",c/u,12,11600,8.17,57
158021,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Cortahierro Hex. 3/4"" x 450 mm","Cortahierro Hex. 3/4"" x 450 mm",c/u,12,12300,8.66,57
158024,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 200 mmc/u - 12","Punta Hexagonal 3/4"" x 200 mmc/u",,,11400,8.03,57
158025,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 250 mmc/u - 12","Punta Hexagonal 3/4"" x 250 mmc/u",,,12600,8.87,57
158026,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 300 mmc/u - 12","Punta Hexagonal 3/4"" x 300 mmc/u",,,12200,8.59,57
158027,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 350 mmc/u - 12","Punta Hexagonal 3/4"" x 350 mmc/u",,,11200,7.89,57
158028,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 400 mmc/u - 12","Punta Hexagonal 3/4"" x 400 mmc/u",,,11800,8.31,57
158030,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 3/4"" x 500 mm","Barreta 3/4"" x 500 mm",c/u,12,11800,8.31,57
158031,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 3/4"" x 600 mm","Barreta 3/4"" x 600 mm",c/u,12,10900,7.68,57
158032,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 3/4"" x 700 mm","Barreta 3/4"" x 700 mm",c/u,12,11100,7.82,57
158038,CUCHARAS SOLDADA,Maza Encabada,Maza 800 Grs,Maza 800 Grs,c/u,12,8550,6.02,58
158039,CUCHARAS SOLDADA,Maza Encabada,Maza 1 Kilo,,c/u,12,8950,6.30,58
158040,CUCHARAS SOLDADA,Maza Encabada,Maza 1½ Kilo,,c/u,12,8900,6.27,58
158042,CUCHARAS SOLDADA,Maza Encabada,Maza 2 Kilos,,c/u,12,9300,6.55,58
158043,CUCHARAS SOLDADA,Maza Encabada,Maza 3 Kilos,,c/u,12,9050,6.37,58
158044,CUCHARAS SOLDADA,Maza Encabada,Maza 4 Kilos,,c/u,12,8550,6.02,58
158045,CUCHARAS SOLDADA,Maza Encabada,Maza 5 Kilos,,c/u,12,9300,6.55,58
158046,CUCHARAS SOLDADA,Maza Encabada,Maza 8 Kilos,,c/u,12,8100,5.70,58
158047,CUCHARAS SOLDADA,Maza Encabada,Maza 10 Kilos,,c/u,12,10300,7.25,58
158048,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Hachita Vizcaína,,c/u,12,9650,6.80,57
158049,CUCHARAS SOLDADA,"Martillo Galponero, Con Uña Tipo Papagayo",Martillo Galponero N°27,,c/u,12,8450,5.95,58
158050,CUCHARAS SOLDADA,Maza Encabada,Maza 6 Kilos,,c/u,12,8550,6.02,58
158054,CUCHARAS SOLDADA,"Martillo Carpintero, Con Pena",Martillo Carpintero Pena N°16,,c/u,12,9900,6.97,58
158055,CUCHARAS SOLDADA,"Martillo Carpintero, Con Pena",Martillo Carpintero Pena N°18,,c/u,12,9100,6.41,58
158056,CUCHARAS SOLDADA,"Martillo Carpintero, Con Pena",Martillo Carpintero Pena N°20,,c/u,12,9550,6.73,58
158057,CUCHARAS SOLDADA,"Martillo Carpintero, Con Pena",Martillo Carpintero Pena N°22,,c/u,12,8450,5.95,58
158058,CUCHARAS SOLDADA,"Martillo Carpintero, Con Pena",Martillo Carpintero Pena N°25,,c/u,12,9850,6.94,58
158059,CUCHARAS SOLDADA,PUNTAS y CORTAHIERROS,"Punta Hexagonal 3/4"" x 450 mmc/u - 12","Punta Hexagonal 3/4"" x 450 mmc/u",,,11500,8.10,57
158060,CUCHARAS SOLDADA,Martelina Albañil,Martillo Albañil,,c/u,12,9450,6.65,58
158061,CUCHARAS SOLDADA,HACHUELAS,Hachuela Albañil,,c/u,12,10300,7.25,57
158062,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 300 Grs,Martillo Bolita 300 Grs,c/u,12,9250,6.51,58
158063,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 400 Grs,Martillo Bolita 400 Grs,c/u,12,9800,6.90,58
158064,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 500 Grs,Martillo Bolita 500 Grs,c/u,12,9600,6.76,58
158065,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 800 Grs,Martillo Bolita 800 Grs,c/u,12,9500,6.69,58
158066,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 1000 Grs,Martillo Bolita 1000 Grs,c/u,12,7700,5.42,58
158067,CUCHARAS SOLDADA,HACHUELAS,Hachuela Azulejista,,c/u,12,8950,6.30,57
158068,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Grinfa 25 mm,Grinfa 25 mm,c/u,12,12600,8.87,57
158070,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 1¼"" x 1500 mm","Barreta 1¼"" x 1500 mm",c/u,12,12300,8.66,57
158071,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 3/4"" x 1000 mm","Barreta 3/4"" x 1000 mm",c/u,12,12300,8.66,57
158072,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 3/4"" x 1200 mm","Barreta 3/4"" x 1200 mm",c/u,12,11900,8.38,57
158073,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 1¼"" x 1200 mm","Barreta 1¼"" x 1200 mm",c/u,12,12200,8.59,57
158074,CUCHARAS SOLDADA,"Martillo Bolita, Para Mecánico",Martillo Bolita 200 Grs,Martillo Bolita 200 Grs,c/u,12,9250,6.51,58
158075,CUCHARAS SOLDADA,GRINFAS y BARRETAS,"Barreta 1"" x 1500 mm","Barreta 1"" x 1500 mm",c/u,12,11100,7.82,57
158132,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Escuadra Albañil 30 Cms,Escuadra Albañil 30 Cms,c/u,12,9350,6.58,57
158133,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Escuadra Albañil 40 Cms,Escuadra Albañil 40 Cms,c/u,12,9300,6.55,57
158134,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Escuadra Albañil 50 Cms,Escuadra Albañil 50 Cms,c/u,12,9900,6.97,57
158135,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Escuadra Albañil 60 Cms,Escuadra Albañil 60 Cms,c/u,12,8050,5.67,57
158136,CUCHARAS SOLDADA,GRINFAS y BARRETAS,Escuadra Albañil 70 Cms,Escuadra Albañil 70 Cms,c/u,12,9500,6.69,57
160001,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,Palear Ancha Cabo Corto,,c/u,6,24100,16.97,51
160002,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,Punta Corazón Cabo Corto,,c/u,6,31800,22.39,51
160003,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,1/2 Luna Ancha Cabo Corto,,c/u,6,24700,17.39,51
160004,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,Punta Césped Cabo Corto,,c/u,6,24000,16.90,51
160006,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,Pocera Cabo Corto,,c/u,6,26400,18.59,51
160007,PALAS DE ACERO FORJADO,Pala Forjada Cabo Corto,Pocera Escoces Cabo Corto,,c/u,6,25100,17.68,51
160008,PALAS DE ACERO FORJADO,Pala Estampada,Carbonera Cabo Corto,,c/u,6,29600,20.85,51
160009,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,Palear Ancha Cabo Largo,,c/u,6,27200,19.15,51
160010,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,Punta Corazón Cabo Largo,,c/u,6,30300,21.34,51
160012,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,Punta Césped Cabo Largo,,c/u,6,31500,22.18,51
160013,PALAS DE ACERO FORJADO,Pala Estampada,Palear Estampada Cabo Corto,,c/u,6,31100,21.90,51
160014,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,1/2 Luna Ancha Cabo Largo,,c/u,6,30000,21.13,51
160015,PALAS DE ACERO FORJADO,Pala Estampada,Corazón Estampada Cabo Largo,,c/u,6,24300,17.11,51
160033,PICOS DE ACERO FORJADO,,Pico Dos Puntas,,c/u,6,19600,13.80,52
160035,PICOS DE ACERO FORJADO,,Pico Punta y Pala de 62 mm,Pico Punta y Pala de 62 mm,c/u,6,24800,17.46,52
160036,PICOS DE ACERO FORJADO,,Pico Punta y Pala de 75 mm,Pico Punta y Pala de 75 mm,c/u,6,25300,17.82,52
160037,PICOS DE ACERO FORJADO,,Pico Punta y Pala de 102 mm,Pico Punta y Pala de 102 mm,c/u,6,26700,18.80,52
160039,PICOS DE ACERO FORJADO,,Pico Pala y Hacha de 75 mm,Pico Pala y Hacha de 75 mm,c/u,6,26100,18.38,52
160040,PICOS DE ACERO FORJADO,,Pico Pala y Hacha de 102 mm,Pico Pala y Hacha de 102 mm,c/u,6,25200,17.75,52
160041,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Carpir N°0,,c/u,12,19800,13.94,52
160042,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Carpir N°1,,c/u,12,24700,17.39,52
160043,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Carpir N°2,,c/u,12,21000,14.79,52
160044,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Algodonera N°0,,c/u,12,21000,14.79,52
160045,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Algodonera N°1,,c/u,12,23800,16.76,52
160046,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Algodonera N°2,,c/u,12,23500,16.55,52
160049,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Albañil N°1,,c/u,12,22900,16.13,52
160051,PINZAS PICO DE LORO,TIJERA PODAR,Tijera Forjada de Podar de 240 mm,Tijera Forjada de Podar de 240 mm,c/u,12,27300,19.23,54
160053,TENAZAS,MAZAS y MARTILLOS,Maza Acero de 1 Kgr,Maza Acero de 1 Kgr,c/u,12,18800,13.24,53
160054,TENAZAS,MAZAS y MARTILLOS,Maza Acero de 1½ Kgr,,c/u,12,11800,8.31,53
160055,TENAZAS,MAZAS y MARTILLOS,Maza Acero de 2 Kgr,Maza Acero de 2 Kgr,c/u,12,17700,12.46,53
160056,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,Pocera Cabo Largo,,c/u,6,28500,20.07,51
160058,TENAZAS,Tenaza Azulejista,Tenaza Azulejista N°6,,c/u,12,11900,8.38,53
160059,TENAZAS,,Tenaza Carpintero N°6,,c/u,12,14800,10.42,53
160060,TENAZAS,,Tenaza Carpintero N°7,,c/u,12,12200,8.59,53
160061,TENAZAS,,Tenaza Carpintero N°8,,c/u,12,12200,8.59,53
160062,TENAZAS,,Tenaza Carpintero N°9,,c/u,12,11900,8.38,53
160063,TENAZAS,,Tenaza Carpintero N°10,,c/u,12,13800,9.72,53
160064,TENAZAS,,Tenaza Armador A9,,c/u,12,12300,8.66,53
160065,TENAZAS,,Tenaza Armador A12,,c/u,12,12400,8.73,53
160066,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°6,,c/u,12,24900,17.54,52
160067,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°7,,c/u,12,23900,16.83,52
160068,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°8,,c/u,12,20500,14.44,52
160070,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°9,,c/u,12,19500,13.73,52
160071,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cucharin Forjado N°5½,,c/u,12,23200,16.34,52
160072,TENAZAS,PUNTAS y CORTAHIERROS,Cortahierro Hex. 19 x 200 mm,Cortahierro Hex. 19 x 200 mm,c/u,12,18100,12.75,53
160073,TENAZAS,PUNTAS y CORTAHIERROS,Cortahierro Hex. 19 x 250 mm,Cortahierro Hex. 19 x 250 mm,c/u,12,19900,14.01,53
160074,TENAZAS,PUNTAS y CORTAHIERROS,Cortahierro Hex. 19 x 300 mm,Cortahierro Hex. 19 x 300 mm,c/u,12,19400,13.66,53
160075,TENAZAS,PUNTAS y CORTAHIERROS,Cortahierro Hex. 19 x 350 mm,Cortahierro Hex. 19 x 350 mm,c/u,12,19800,13.94,53
160076,TENAZAS,PUNTAS y CORTAHIERROS,Cortahierro Hex. 19 x 400 mm,Cortahierro Hex. 19 x 400 mm,c/u,12,19400,13.66,53
160077,TENAZAS,PUNTAS y CORTAHIERROS,Punta Hex. 19 x 200 mm,Punta Hex. 19 x 200 mm,c/u,12,17900,12.61,53
160078,TENAZAS,PUNTAS y CORTAHIERROS,Punta Hex. 19 x 250 mm,Punta Hex. 19 x 250 mm,c/u,12,17900,12.61,53
160079,TENAZAS,PUNTAS y CORTAHIERROS,Punta Hex. 19 x 300 mm,Punta Hex. 19 x 300 mm,c/u,12,19100,13.45,53
160080,TENAZAS,PUNTAS y CORTAHIERROS,Punta Hex. 19 x 350 mm,Punta Hex. 19 x 350 mm,c/u,12,18000,12.68,53
160081,PINZAS PICO DE LORO,Pinza Forjada Pico de Loro de Doble Cremallera,Pinza Pico de Loro Doble Cremallera de 175 mm,Pinza Pico de Loro Doble Cremallera de 175 mm,c/u,12,26300,18.52,54
160082,PINZAS PICO DE LORO,Pinza Forjada Pico de Loro de Doble Cremallera,Pinza Pico de Loro Doble Cremallera de 250 mm,Pinza Pico de Loro Doble Cremallera de 250 mm,c/u,12,25500,17.96,54
160083,PINZAS PICO DE LORO,Pinza Forjada Pico de Loro de Doble Cremallera,Pinza Pico de Loro Doble Cremallera de 300 mm,Pinza Pico de Loro Doble Cremallera de 300 mm,c/u,12,26400,18.59,54
160095,TENAZAS,MAZAS y MARTILLOS,Martillo Bolita 200 Grs,Martillo Bolita 200 Grs,c/u,12,11800,8.31,53
160096,TENAZAS,MAZAS y MARTILLOS,Martillo Bolita 300 Grs,Martillo Bolita 300 Grs,c/u,12,13200,9.30,53
160097,TENAZAS,MAZAS y MARTILLOS,Martillo Bolita 400 Grs,Martillo Bolita 400 Grs,c/u,12,14700,10.35,53
160098,TENAZAS,MAZAS y MARTILLOS,Martillo Bolita 500 Grs,Martillo Bolita 500 Grs,c/u,12,13800,9.72,53
160099,PINZAS PICO DE LORO,Pinza Forjada Pico de Loro Tradicional,Pinza Pico de Loro,,c/u,12,16000,11.27,54
160103,PINZAS PICO DE LORO,HACHAS TUMBA,Hacha Tumba de 2 Kgr - Encabada,Hacha Tumba de 2 Kgr - Encabada,c/u,12,27000,19.01,54
160104,PINZAS PICO DE LORO,MACHETES,"Machete de 18""","Machete de 18""",c/u,20,26900,18.94,54
160109,PINZAS PICO DE LORO,MACHETES,"Machete de 20""","Machete de 20""",c/u,20,25400,17.89,54
160110,TENAZAS,Martillo Albañil Con Uña Tipo Papagayo,Martillo Galponero 500 Grs,Martillo Galponero 500 Grs,c/u,12,13700,9.65,53
160111,PALAS DE ACERO FORJADO,Pala Estampada,Palear Estampada Cabo Largo,,c/u,6,28300,19.93,51
160112,PALAS DE ACERO FORJADO,Pala Estampada,Corazón Estampada Cabo Corto,,c/u,6,29200,20.56,51
160113,PALAS DE ACERO FORJADO,Pala Forjada Cabo Largo,1/2 Luna Angosta Cabo Largo,,c/u,6,24200,17.04,51
160120,PINZAS PICO DE LORO,HACHAS TUMBA,Hacha Tumba de 2 Kgr - Sin Cabo,Hacha Tumba de 2 Kgr - Sin Cabo,c/u,12,26100,18.38,54
160121,PALAS DE ACERO FORJADO,Pala Estampada,Pocera Estampada Cabo Corto,,c/u,6,29800,20.99,51
160124,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°8,,c/u,12,19400,13.66,52
160125,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°7,,c/u,12,23800,16.76,52
160126,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°8R,,c/u,12,18700,13.17,52
160127,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°7R,,c/u,12,22300,15.70,52
160128,PICOS DE ACERO FORJADO,CUCHARAS ALBAÑIL,Cuchara Forjada N°10,,c/u,12,24800,17.46,52
160140,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Mendocina N°2,,c/u,12,21400,15.07,52
160141,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Mendocina N°2½,,c/u,12,24900,17.54,52
160142,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Mendocina N°3,,c/u,12,24500,17.25,52
160143,PICOS DE ACERO FORJADO,AZADAS FORJADA,Azada Mendocina N°3½,,c/u,12,21900,15.42,52
160150,PALAS DE ACERO FORJADO,Pala Estampada,Pocera Estampada Cabo Largo,,c/u,6,25500,17.96,51
160156,PINZAS PICO DE LORO,MACHETES,"Machete de 22""","Machete de 22""",c/u,20,28500,20.07,54
169133,HERRADURAS DE ALUMINIO - DEPORTIVA,,1 - Jgo,,,,17000,11.97,111
171001,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x3x1,5 - Zinc Amarilla Derecha D/P",,,,36500,25.70,23
171002,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x5x1,5 - Zinc Amarilla Derecha D/P",,,,39300,27.68,23
171003,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 80 x 20 x 1,5","80x20x1,5 - Zinc Amarilla Derecha D/P",,,,30700,21.62,23
171004,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x3x1,5 - Zinc Amarilla Reversible D/P",,,,35800,25.21,23
171005,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x5x1,5 - Zinc Amarilla Reversible D/P",,,,35400,24.93,23
171006,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,75x36 mm - Derecha,75x36 mm,c/u,24,49200,34.65,23
171007,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,75x36 mm - Izquierda,75x36 mm,c/u,24,50800,35.77,23
171008,MANIJAS TIPO MINISTERIO PARA PUERTA,Zincado Dorado,75x75 mm - Derecha,75x75 mm,c/u,24,50600,35.63,23
171009,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",75x75 mm - Izquierda - Zincado Amarillo - 3 Agujeros,75x75 mm,c/u,24,45000,31.69,23
171010,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,75x75 mm - Derecha,75x75 mm,c/u,24,50400,35.49,23
171011,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,75x75 mm - Izquierda,75x75 mm,c/u,24,45000,31.69,23
171012,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 80 x 20 x 1,5","80x20x1,5 - Zinc Amarilla Reversible D/P",,,,39400,27.75,23
171013,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,100x36 mm - Izquierda,100x36 mm,c/u,24,51300,36.13,23
171014,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,100x36 mm - Derecha,100x36 mm,c/u,24,46700,32.89,23
171015,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x75 mm - Izquierda,100x75 mm,c/u,24,47500,33.45,23
171016,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x75 mm - Derecha - Código - Medida - Terminación - Mano - U/Vta,100x75 mm,c/u,24,50800,35.77,23
171017,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x88 mm - Izquierda,100x88 mm,c/u,24,51000,35.92,23
171018,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x88 mm - Derecha,100x88 mm,c/u,24,50700,35.70,23
171019,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 80 x 20 x 1,5",100x75 mm - Derecha - Zincado Amarillo - 3 Agujeros,100x75 mm,c/u,24,50400,35.49,23
171020,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 80 x 20 x 1,5",100x75 mm - Izquierda - Código - Medida - Terminación - Mano - U/Vta,100x75 mm,c/u,24,43800,30.85,23
171021,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x3x1,5 - Zinc Amarilla Izquierda D/P",,,,35700,25.14,23
171022,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5","2x5x1,5 - Zinc Amarilla Izquierda D/P",,,,30900,21.76,23
171023,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 80 x 20 x 1,5","80x20x1,5 - Zinc Amarilla Izquierda D/P",,,,40100,28.24,23
171024,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",75x58 mm - Derecha,75x58 mm,c/u,24,45900,32.32,23
171025,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",75x58 mm - Izquierda,75x58 mm,c/u,24,51200,36.06,23
171026,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,60 mm - Hierro Pulido c/u - 100,60 mm,,,47800,33.66,23
171027,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,80 mm - Hierro Pulido c/u - 100,80 mm,,,47500,33.45,23
171028,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,60 mm - Hierro Pulido c/u - 100,60 mm,,,50800,35.77,23
171029,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,80 mm - Hierro Pulido c/u - 100,80 mm,,,50200,35.35,23
