Codigo,Categoria,Subcategoria,Articulo / Descripcion,Medida,Unidad de Venta,Cantidad por Caja/Paq,Precio Estimado (ARS),Precio (USD),Pagina del Catalogo
171030,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",7 mm - Símil Oro,7 mm,c/u,100,47300,33.31,24
171031,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",9 mm - Símil Oro,9 mm,c/u,100,45200,31.83,24
171032,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",11 mm - Símil Oro,11 mm,c/u,100,44600,31.41,24
171033,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",13 mm - Zinc Amarilla c/u - 100,13 mm,,,44900,31.62,24
171034,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",13 mm - Hierro Pulido c/u - 100,13 mm,,,47200,33.24,24
171035,MANIJAS TIPO MINISTERIO PARA PUERTA,Pomela Mixta - Mini,13 mm - Hierro Pulido,13 mm,c/u,100,45700,32.18,24
171036,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",14 mm - Hierro Pulido c/u - 100,14 mm,,,45100,31.76,24
171037,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",14 mm - Zinc Amarilla c/u - 100,14 mm,,,49300,34.72,24
171038,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x58 mm - Derecha,100x58 mm,c/u,24,49700,35.00,23
171039,MANIJAS TIPO MINISTERIO PARA PUERTA,"Ficha Carpintero 2 x 3 x 1,5",100x58 mm - Izquierda,100x58 mm,c/u,24,48000,33.80,23
171040,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Zinc Amarilla c/u - 24,,,,37700,26.55,24
171041,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Zinc Amarilla c/u - 24,,,,31600,22.25,24
171042,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Zinc Azul,,c/u,24,38700,27.25,24
171043,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Zinc Azul,,c/u,24,39200,27.61,24
171044,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Hierro Pulido c/u - 24,,,,38400,27.04,24
171045,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Hierro Pulido c/u - 24,,,,35200,24.79,24
171046,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Zinc Amarilla c/u - 24,,,,30700,21.62,24
171047,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Zinc Amarilla c/u - 24,,,,36800,25.92,24
171048,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Zinc Azul,,c/u,24,31700,22.32,24
171049,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Zinc Azul,,c/u,24,31200,21.97,24
171050,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha - Hierro Pulido c/u - 24,,,,33100,23.31,24
171051,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda - Hierro Pulido c/u - 24,,,,32400,22.82,24
171052,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha Hierro Pulido,,c/u,24,32500,22.89,24
171053,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda Hierro Pulido c/u - 24,,,,32200,22.68,24
171054,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Derecha Hierro Pulido c/u - 24,,,,37700,26.55,24
171055,MANIJAS TIPO MINISTERIO PARA PUERTA,"POMELAS, BISAGRAS 5005, BISAGRAS ""T"", FALLEBAS y HIERROS FALLEBA",Izquierda Hierro Pulido c/u - 24,,,,39800,28.03,24
171056,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm Hierro Pulido c/u - 50,65x65 mm Hierro Pulido c/u,,,46000,32.39,23
171057,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm Zinc Amarilla c/u - 50,65x65 mm Zinc Amarilla c/u,,,49200,34.65,23
171058,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm - Zinc Azul,65x65 mm,c/u,50,43800,30.85,23
171059,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm Hierro Pulido c/u - 50,65x65 mm Hierro Pulido c/u,,,48700,34.30,23
171060,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm Hierro Pulido c/u - 50,65x65 mm Hierro Pulido c/u,,,49000,34.51,23
171061,MANIJAS TIPO MINISTERIO PARA PUERTA,Reversible de Hierro Pulido,65x65 mm Hierro Pulido c/u - 50,65x65 mm Hierro Pulido c/u,,,44200,31.13,23
173001,DESTORNILLADORES,Llave Combinada Milimétrica,6 mm,6 mm,,,10800,7.61,65
173002,DESTORNILLADORES,Llave Combinada Milimétrica,7 mm,7 mm,,,11100,7.82,65
173003,DESTORNILLADORES,Llave Combinada Milimétrica,8 mm,8 mm,,,11300,7.96,65
173004,DESTORNILLADORES,Llave Combinada Milimétrica,9 mm,9 mm,,,11500,8.10,65
173005,DESTORNILLADORES,Llave Combinada Milimétrica,10 mm,10 mm,,,12200,8.59,65
173006,DESTORNILLADORES,Llave Combinada Milimétrica,11 mm,11 mm,,,11900,8.38,65
173007,DESTORNILLADORES,Llave Combinada Milimétrica,12 mm,12 mm,,,11200,7.89,65
173008,DESTORNILLADORES,Llave Combinada Milimétrica,13 mm,13 mm,,,10800,7.61,65
173009,DESTORNILLADORES,Llave Combinada Milimétrica,14 mm,14 mm,,,12300,8.66,65
173010,DESTORNILLADORES,Llave Combinada Milimétrica,15 mm,15 mm,,,11100,7.82,65
173011,DESTORNILLADORES,Llave Combinada Milimétrica,16 mm,16 mm,,,11700,8.24,65
173012,DESTORNILLADORES,Llave Combinada Milimétrica,17 mm,17 mm,,,11000,7.75,65
173013,DESTORNILLADORES,Llave Combinada Milimétrica,18 mm,18 mm,,,10800,7.61,65
173014,DESTORNILLADORES,Llave Combinada Milimétrica,19 mm,19 mm,,,10900,7.68,65
173015,DESTORNILLADORES,Llave Combinada Milimétrica,20 mm,20 mm,,,12000,8.45,65
173016,DESTORNILLADORES,Llave Combinada Milimétrica,21 mm,21 mm,,,11700,8.24,65
173017,DESTORNILLADORES,Llave Combinada Milimétrica,22 mm,22 mm,,,11300,7.96,65
173018,DESTORNILLADORES,Llave Combinada Milimétrica,23 mm,23 mm,,,11600,8.17,65
173019,DESTORNILLADORES,Llave Combinada Milimétrica,24 mm,24 mm,,,11400,8.03,65
173020,DESTORNILLADORES,Llave Combinada Milimétrica,25 mm,25 mm,,,11600,8.17,65
173021,DESTORNILLADORES,Llave Combinada Milimétrica,26 mm,26 mm,,,11800,8.31,65
173022,DESTORNILLADORES,Llave Combinada Milimétrica,27 mm,27 mm,,,11000,7.75,65
173023,DESTORNILLADORES,Llave Combinada Milimétrica,28 mm,28 mm,,,11000,7.75,65
173024,DESTORNILLADORES,Llave Combinada Milimétrica,29 mm,29 mm,,,12000,8.45,65
173025,DESTORNILLADORES,Llave Combinada Milimétrica,30 mm,30 mm,,,12200,8.59,65
173026,DESTORNILLADORES,Llave Combinada Milimétrica,32 mm,32 mm,,,10700,7.54,65
173030,DESTORNILLADORES,Llave Combinada SAE,"1/4""","1/4""",,,11400,8.03,65
173031,DESTORNILLADORES,Llave Combinada SAE,"5/16""","5/16""",,,11900,8.38,65
173032,DESTORNILLADORES,Llave Combinada SAE,"3/8""","3/8""",,,10700,7.54,65
173033,DESTORNILLADORES,Llave Combinada SAE,"7/16""","7/16""",,,11600,8.17,65
173034,DESTORNILLADORES,Llave Combinada SAE,"1/2""","1/2""",,,10700,7.54,65
173035,DESTORNILLADORES,Llave Combinada SAE,"9/16""","9/16""",,,11600,8.17,65
173036,DESTORNILLADORES,Llave Combinada SAE,"5/8""","5/8""",,,11500,8.10,65
173037,DESTORNILLADORES,Llave Combinada SAE,"11/16""","11/16""",,,11600,8.17,65
173038,DESTORNILLADORES,Llave Combinada SAE,"3/4""","3/4""",,,10900,7.68,65
173039,DESTORNILLADORES,Llave Combinada SAE,"13/16""","13/16""",,,11200,7.89,65
173040,DESTORNILLADORES,Llave Combinada SAE,"7/8""","7/8""",,,11500,8.10,65
173041,DESTORNILLADORES,Llave Combinada SAE,"15/16""","15/16""",,,10800,7.61,65
173042,DESTORNILLADORES,Llave Combinada SAE,"1""","1""",,,11000,7.75,65
173050,DESTORNILLADORES,Llave Ajustable Tipo Francesa,"6"" - 6631","6""",,,11700,8.24,65
173051,DESTORNILLADORES,Llave Ajustable Tipo Francesa,"8"" - 6632","8""",,,10700,7.54,65
173052,DESTORNILLADORES,Llave Ajustable Tipo Francesa,"10"" - 6633","10""",,,11500,8.10,65
173053,DESTORNILLADORES,Llave Ajustable Tipo Francesa,"12"" - 6634","12""",,,12100,8.52,65
173054,DESTORNILLADORES,Llave Ajustable Tipo Francesa,"15"" - 6635","15""",,,11400,8.03,65
173100,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"Corte Frontal 4"" - 6569 - $ 0,00","Corte Frontal 4""",c/u,6,16500,11.62,64
173101,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"Corte Oblicuo 5"" - 6570 - $ 0,00","Corte Oblicuo 5""",c/u,6,16400,11.55,64
173102,TIJERA DE RECOLECCION CITRICA,Alicate Corte Oblicuo,"Corte Oblicuo 6"" - 6338","Corte Oblicuo 6""",c/u,6,20000,14.08,63
173103,TIJERA DE RECOLECCION CITRICA,Alicate Corte Oblicuo,"Corte Oblicuo 7"" - 6339","Corte Oblicuo 7""",c/u,6,21400,15.07,63
173104,TIJERA DE RECOLECCION CITRICA,Alicate Corte Oblicuo,"Corte Oblicuo 8"" - 6340","Corte Oblicuo 8""",c/u,6,22600,15.92,63
173105,TIJERA DE RECOLECCION CITRICA,Alicate Media Caña,"Alic. Media Caña 6"" - 6341","Alic. Media Caña 6""",c/u,6,22300,15.70,63
173106,TIJERA DE RECOLECCION CITRICA,Alicate Media Caña,"Alic. Media Caña 8"" - 6342","Alic. Media Caña 8""",c/u,6,21100,14.86,63
173107,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"1/2 Caña Aguja 5"" - 6571 - $ 0,00","1/2 Caña Aguja 5""",c/u,6,17300,12.18,64
173108,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"1/2 Caña Curva 5"" - 6572 - $ 0,00","1/2 Caña Curva 5""",c/u,6,17100,12.04,64
173109,TIJERA DE RECOLECCION CITRICA,Alicate Media Caña,"1/2 Caña Curva 8"" - 6343","1/2 Caña Curva 8""",c/u,6,21800,15.35,63
173110,TIJERA DE RECOLECCION CITRICA,Pinza Pico de Loro,Pico Loro Mini - 5159,,c/u,6,15500,10.92,63
173111,TIJERA DE RECOLECCION CITRICA,Pinza Pico de Loro,Pico Loro Tradicional - 5160,,c/u,6,17200,12.11,63
173112,TIJERA DE RECOLECCION CITRICA,Pinza Pico de Loro Doble Cremallera,"Doble Cremallera 10"" - 3958","Doble Cremallera 10""",c/u,6,20000,14.08,63
173113,TIJERA DE RECOLECCION CITRICA,Pinza Pico de Loro Doble Cremallera,"Doble Cremallera 12"" - 6381","Doble Cremallera 12""",c/u,6,23200,16.34,63
173114,TIJERA DE RECOLECCION CITRICA,Pinza Pico de Loro Pesada,Pico Loro Pesada - 3415,,c/u,6,20300,14.30,63
173115,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"Punta Chata 5"" - 6573 - $ 0,00","Punta Chata 5""",c/u,6,15400,10.85,64
173117,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"Rosario 5"" - 6574 - $ 0,00","Rosario 5""",c/u,6,17600,12.39,64
173118,PINZAS SEGER,PINZAS y ALICATES PARA ELECTRONICA,"Universal 5"" - 6575 - $ 0,00","Universal 5""",c/u,6,15300,10.77,64
173119,TIJERA DE RECOLECCION CITRICA,Pinza Universal,"Pinza Universal 7"" - 6346","Pinza Universal 7""",c/u,6,21200,14.93,63
173120,TIJERA DE RECOLECCION CITRICA,Pinza Universal,"Pinza Universal 8"" - 6347","Pinza Universal 8""",c/u,6,22400,15.77,63
173121,PINZAS SEGER,Pinza Pelacables,"Pela Cable Auto. 8"" - 3972","Pela Cable Auto. 8""",c/u,6,17200,12.11,64
173122,PINZAS SEGER,Pinza Pelacables,"Pela Cable 8"" - 2624","Pela Cable 8""",c/u,6,17800,12.54,64
173123,PINZAS SEGER,Pinza Crimpeadora,Crimpeadora - 6543,,c/u,6,12500,8.80,64
173124,TIJERA DE RECOLECCION CITRICA,Pinza Sacabocado,"Sacabocado 9"" - 6424","Sacabocado 9""",c/u,6,21200,14.93,63
173126,TIJERA DE RECOLECCION CITRICA,Pinza Universal,"Pinza Universal 6"" - 6769","Pinza Universal 6""",c/u,6,23200,16.34,63
173127,PINZAS SEGER,Pinza y Alicate Para Electrónica,"Seger 5"" - Abrir Curva - 5073 - $ 0,00","Seger 5"" - Abrir Curva",c/u,6,16200,11.41,64
173128,PINZAS SEGER,Pinza y Alicate Para Electrónica,"Seger 5"" - Cerrar Recta - 5074 - $ 0,00","Seger 5"" - Cerrar Recta",c/u,6,17500,12.32,64
173139,ACCESORIOS PARA HERRERIA,Mascara Fotosensible,"Mascara Fotosensible ""RED"" - 6787",,c/u,6,5600,3.94,69
173140,ACCESORIOS PARA HERRERIA,Mascara Fotosensible,"Mascara Fotosensible ""PRO"" - WH511",,c/u,6,4800,3.38,69
173141,ACCESORIOS PARA HERRERIA,Soporte Magnético - Para Herrero,"Soporte Magnético 4"" - 6663","Soporte Magnético 4""",c/u,6,11100,7.82,69
173142,ACCESORIOS PARA HERRERIA,Soporte Magnético - Para Herrero,"Soporte Magnético 5"" - 6664","Soporte Magnético 5""",c/u,6,11000,7.75,69
173143,ACCESORIOS PARA HERRERIA,Pinza Porta Electrodo y Masa,Pinza Portaelectrodo de 300 Amp,,c/u,12,5050,3.56,69
173144,ACCESORIOS PARA HERRERIA,Pinza Porta Electrodo y Masa,Pinza Portaelectrodo de 500 Amp,,c/u,12,5250,3.70,69
173145,ACCESORIOS PARA HERRERIA,Pinza Porta Electrodo y Masa,Pinza Masa de 300 Amp,,c/u,12,4750,3.35,69
173146,ACCESORIOS PARA HERRERIA,Pinza Porta Electrodo y Masa,Pinza Masa de 500 Amp,,c/u,12,4500,3.17,69
173202,DESTORNILLADORES,,PH 0 3 x 200 mm - 6209,PH 0 3 x 200 mm,c/u,6,11600,8.17,65
173203,DESTORNILLADORES,,PH 1 4 x 100 mm - 6210,PH 1 4 x 100 mm,c/u,6,11600,8.17,65
173204,DESTORNILLADORES,,PH 1 5 x 100 mm - 6211,PH 1 5 x 100 mm,c/u,6,11900,8.38,65
173205,DESTORNILLADORES,,PH 1 5 x 125 mm - 6738,PH 1 5 x 125 mm,c/u,6,11000,7.75,65
173206,DESTORNILLADORES,,PH 1 5 x 150 mm - 6212,PH 1 5 x 150 mm,c/u,6,10600,7.46,65
173207,DESTORNILLADORES,,PH 2 6 x 38 mm - 6213,PH 2 6 x 38 mm,c/u,6,10600,7.46,65
173208,DESTORNILLADORES,,PH 2 6 x 100 mm - 6739,PH 2 6 x 100 mm,c/u,6,11100,7.82,65
173209,DESTORNILLADORES,,PH 2 6 x 125 mm - 6214,PH 2 6 x 125 mm,c/u,6,11800,8.31,65
173210,DESTORNILLADORES,,PH 2 6 x 150 mm - 6215,PH 2 6 x 150 mm,c/u,6,11600,8.17,65
173211,DESTORNILLADORES,,PH 3 8 x 200 mm - 6216,PH 3 8 x 200 mm,c/u,6,11600,8.17,65
173212,DESTORNILLADORES,,PL 3 3 x 100 mm - 6217,PL 3 3 x 100 mm,c/u,6,12100,8.52,65
173213,DESTORNILLADORES,,PL 3 3 x 150 mm - 6218,PL 3 3 x 150 mm,c/u,6,11000,7.75,65
173214,DESTORNILLADORES,,PL 4 4 x 100 mm - 6219,PL 4 4 x 100 mm,c/u,6,11200,7.89,65
173215,DESTORNILLADORES,,PL 4 4 x 125 mm - 6220,PL 4 4 x 125 mm,c/u,6,11100,7.82,65
173216,DESTORNILLADORES,,PL 5 5 x 100 mm - 6221,PL 5 5 x 100 mm,c/u,6,12300,8.66,65
173217,DESTORNILLADORES,,PL 5 5 x 125 mm - 6222,PL 5 5 x 125 mm,c/u,6,11900,8.38,65
173218,DESTORNILLADORES,,PL 5 5 x 150 mm - 6223,PL 5 5 x 150 mm,c/u,6,10800,7.61,65
173219,DESTORNILLADORES,,PL 6 6 x 100 mm - 6225,PL 6 6 x 100 mm,c/u,6,12100,8.52,65
173220,DESTORNILLADORES,,PL 6 6 x 125 mm - 6226,PL 6 6 x 125 mm,c/u,6,11400,8.03,65
173221,DESTORNILLADORES,,PL 6 6 x 150 mm - 6227,PL 6 6 x 150 mm,c/u,6,12000,8.45,65
173222,DESTORNILLADORES,,PL 8 8 x 200 mm - 6228,PL 8 8 x 200 mm,c/u,6,12200,8.59,65
173223,DESTORNILLADORES,,PL 8 8 x 250 mm - 6229,PL 8 8 x 250 mm,c/u,6,10600,7.46,65
173304,RESORTES,Metro Madera,Wembley - Metal,,c/u,12,1800,1.27,14
173400,DESTORNILLADORES,Barra de Extensión,Barra Extensión 63 mm - Con LED - 6065,Barra Extensión 63 mm - Con LED,c/u,10,10800,7.61,66
173401,DESTORNILLADORES,Barra de Extensión,Barra de Extensión 75 mm - 3541,Barra de Extensión 75 mm,c/u,6,10600,7.46,66
173402,DESTORNILLADORES,Barra de Extensión,Barra de Extensión 125 mm - 3542,Barra de Extensión 125 mm,c/u,6,11700,8.24,66
173403,DESTORNILLADORES,Barra de Extensión,Barra de Extensión 250 mm - 3543,Barra de Extensión 250 mm,c/u,6,11900,8.38,66
173404,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",8 mm,8 mm,,,10700,7.54,67
173405,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",9 mm,9 mm,,,11900,8.38,67
173406,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",10 mm,10 mm,,,11300,7.96,67
173407,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",11 mm,11 mm,,,11000,7.75,67
173408,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",12 mm,12 mm,,,11000,7.75,67
173409,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",13 mm,13 mm,,,12200,8.59,67
173410,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",14 mm,14 mm,,,10700,7.54,67
173411,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",15 mm,15 mm,,,11500,8.10,67
173412,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",16 mm,16 mm,,,11100,7.82,67
173413,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",17 mm,17 mm,,,12100,8.52,67
173414,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",18 mm,18 mm,,,11900,8.38,67
173415,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",19 mm,19 mm,,,11200,7.89,67
173416,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",20 mm,20 mm,,,11700,8.24,67
173417,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",21 mm,21 mm,,,11800,8.31,67
173418,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",22 mm,22 mm,,,11200,7.89,67
173419,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",23 mm,23 mm,,,11100,7.82,67
173420,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",24 mm,24 mm,,,10800,7.61,67
173421,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",25 mm,25 mm,,,11800,8.31,67
173422,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",26 mm,26 mm,,,11000,7.75,67
173423,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",27 mm,27 mm,,,11100,7.82,67
173424,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",28 mm,28 mm,,,10700,7.54,67
173425,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",29 mm,29 mm,,,12300,8.66,67
173426,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",30 mm,30 mm,,,12200,8.59,67
173427,DESTORNILLADORES,"Bocallave Encastre 1/2"" - Milimétrica",32 mm,32 mm,,,12300,8.66,67
173428,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","5/16""","5/16""",,,11700,8.24,67
173429,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","3/8""","3/8""",,,11400,8.03,67
173430,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","7/16""","7/16""",,,11500,8.10,67
173431,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1/2""","1/2""",,,12400,8.73,67
173432,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","9/16""","9/16""",,,12300,8.66,67
173433,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","5/8""","5/8""",,,11800,8.31,67
173434,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","11/16""","11/16""",,,12000,8.45,67
173435,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","3/4""","3/4""",,,11200,7.89,67
173436,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","13/16""","13/16""",,,11300,7.96,67
173437,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","7/8""","7/8""",,,10900,7.68,67
173438,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","15/16""","15/16""",,,11300,7.96,67
173439,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1""","1""",,,12000,8.45,67
173440,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1-1/16""","1-1/16""",,,11500,8.10,67
173441,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1-1/8""","1-1/8""",,,12100,8.52,67
173442,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1-3/16""","1-3/16""",,,11100,7.82,67
173443,DESTORNILLADORES,"Bocallave Encastre 1/2"" - SAE","1-1/4""","1-1/4""",,,11900,8.38,67
173444,JUEGOS DE BOCALLAVE,,Bocallave Juego x 17 Piezas - 3893,,c/u,6,81900,57.68,68
173447,JUEGOS DE BOCALLAVE,Tubo Bujía 16 y 21 mm,Bocallave Juego x 55 Piezas - 6628,,c/u,4,84300,59.37,68
173448,DESTORNILLADORES,"Bocallave Para Bujías - Encastre 1/2""",16 mm,16 mm,,,11600,8.17,67
173449,DESTORNILLADORES,"Bocallave Para Bujías - Encastre 1/2""",21 mm,21 mm,,,12400,8.73,67
173450,DESTORNILLADORES,"Bocallave Para Bujías - Encastre 1/2""","5/8""","5/8""",,,11600,8.17,67
173451,DESTORNILLADORES,"Bocallave Para Bujías - Encastre 1/2""","13/16""","13/16""",,,10800,7.61,67
173452,DESTORNILLADORES,Llave Crique,Llave Crique Articulada - 150 mm - 6240,Llave Crique Articulada - 150 mm,c/u,6,11000,7.75,66
173453,DESTORNILLADORES,Llave Crique,Llave Crique Corta - 130 mm - 4132,Llave Crique Corta - 130 mm,c/u,6,11000,7.75,66
173454,DESTORNILLADORES,Llave Crique,Llave Crique Extensible a 450 mm - 6731,Llave Crique Extensible a 450 mm,c/u,6,11800,8.31,66
173455,DESTORNILLADORES,Llave Crique,Llave Crique Curva - 240 mm - 4066,Llave Crique Curva - 240 mm,c/u,6,12300,8.66,66
173456,DESTORNILLADORES,Llave Crique,Llave Crique Doble - 250 mm - 3500,Llave Crique Doble - 250 mm,c/u,6,12100,8.52,66
173457,DESTORNILLADORES,Llave Crique,Llave Crique Pesada - 280 mm - 3501,Llave Crique Pesada - 280 mm,c/u,6,10800,7.61,66
173458,DESTORNILLADORES,"Manija de Fuerza y ""T""",Manija de Fuerza 380 mm - 3540,Manija de Fuerza 380 mm,c/u,6,11900,8.38,66
173459,DESTORNILLADORES,"Manija de Fuerza y ""T""",Manija de Fuerza 450 mm - 6732,Manija de Fuerza 450 mm,c/u,6,10900,7.68,66
173460,DESTORNILLADORES,"Manija de Fuerza y ""T""","Manija ""T"" - 3539",,c/u,6,7450,5.25,66
173461,DESTORNILLADORES,Movimiento Universal,Movimiento Universal - 3456,,c/u,6,8400,5.92,66
173463,JUEGOS DE BOCALLAVE,Tubo Bujía 21 mm,Bocallave Juego x 22 Piezas - 6660,,c/u,6,77300,54.44,68
173464,JUEGOS DE BOCALLAVE,Tubo Bujía 21 mm,Bocallave Juego x 20 Piezas - 6659,,c/u,6,83400,58.73,68
173465,DESTORNILLADORES,"Tubo Pta. T8, T10, T15, T20, T25 y T30 - PL 3, 4, 4.5, 5, 5.5, 6, 6 , 7 y 8 mm",Bocallave Juego x 28 Piezas - 6657,,c/u,6,7250,5.11,67
173466,DESTORNILLADORES,JUEGOS DE BOCALLAVE,Bocallave Juego x 46 Piezas - 6763,,c/u,6,8650,6.09,67
173467,DESTORNILLADORES,"Tubo Pta. T8, T10, T15, T20, T25 y T30 - PL 3, 4, 4.5, 5, 5.5, 6, 6 , 7 y 8 mm",Bocallave Juego x 53 Piezas - 6728,,c/u,6,8550,6.02,67
173468,JUEGOS DE BOCALLAVE,"Pinza Pico de Loro y Universal 7"" - Martillo",Bocallave Juego x 100 Piezas - 6629,,c/u,4,76300,53.73,68
